0201834545	1
0201844524	3
0201844540	3
0201845199	3
0201847604	3
0201848406	6
0201853922	2
0201853930	2
0201853949	3
0201876744	1
0201889544	4
0201895021	5
0201895498	1
0201895501	3
020189551X	1
0201896834	4
0201896842	3
0201896850	4
0201924803	1
0240807944	1
0321108949	3
0321108957	1
0321112296	2
0321112555	2
0321113551	1
0321113586	4
0321116291	5
0321118871	2
0321118898	3
0321119045	5
0321122445	5
032112698X	1
0321127005	3
0321129474	3
0321133455	1
0321133544	4
0321136179	1
0321136195	1
0321136209	2
0321136497	4
0321136500	1
0321146182	2
0321150406	1
0321154207	5
0321154894	2
0321154932	1
0321154991	1
0321155726	1
0321159624	3
0321159837	2
0321160770	1
0321165810	3
0321166078	2
0321166094	2
0321166469	1
0321168798	1
0321169514	2
0321174038	3
0321174046	2
0321180593	3
0321180607	4
0321180615	1
0321181433	1
0321185560	1
0321193121	2
0321193679	1
0321194047	1
0321194330	3
0321194446	7
0321194454	1
0321194985	1
0321197674	2
0321197690	2
0321197704	1
0321197844	3
0321197860	3
0321197887	2
0321197984	5
0321200985	1
0321202171	2
0321204662	2
0321205219	3
0321205618	1
0321205634	4
0321206746	2
0321210263	5
0321213343	2
0321213351	1
0321213823	1
0321218736	2
0321219147	4
0321219767	3
0321224094	1
0321227239	1
0321227255	1
032122731X	2
0321227352	3
0321228103	1
0321228359	1
0321228383	3
0321228472	3
0321228480	2
0321237625	1
0321240693	2
0321243625	2
032124544X	1
0321245458	1
0321245660	1
032124575X	6
0321246772	2
0321246780	5
0321247442	1
0321256190	1
0321256638	3
0321262204	3
0321262514	2
0321263189	2
0321263545	4
0321263588	4
0321267516	2
0321267966	1
0321268172	3
0321268288	2
0321268385	3
0321268458	3
0321268636	4
0321268776	1
0321269675	4
0321287509	2
0321290933	1
0321293533	3
0321294017	2
0321294319	3
0321294327	2
0321303326	2
0321304292	4
0321304519	1
0321304527	2
0321304543	1
0321304780	3
0321304861	4
0321305019	2
0321305493	3
0321305965	3
032131283X	3
0321313798	1
0321320735	1
0321321286	1
0321321308	3
0321321316	1
0321321359	1
0321321367	6
0321321375	1
0321322215	3
0321330234	3
0321330242	3
0321330250	2
0321334205	10
0321334612	2
0321334876	1
0321334884	1
0321335708	2
0321335724	1
0321336437	3
032133678X	2
0321340795	1
0321341384	2
0321349792	2
0321349806	4
0321349946	5
0321349954	1
0321349962	1
0321350170	4
0321356403	4
0321356411	2
0321356705	1
0321356985	2
0321369440	2
0321369572	2
0321382188	3
0321397967	3
0321397975	1
0321398661	2
0321399420	3
0321399838	2
0321410130	2
0321411757	1
0321412990	1
0321418492	2
0321418700	2
0321423437	2
0321426428	1
032142672X	1
032142722X	2
0321427610	1
0321428900	3
032143675X	2
0321437292	1
0321440307	1
0321444426	1
0321447743	1
0321462254	2
0321466756	2
0321482751	1
0321486811	4
0321490290	4
0340600349	3
034061398X	1
0340645881	3
0340700149	1
0444505563	3
044450673X	4
0444520872	1
0444888144	1
0672321319	1
0672321467	2
0672322161	2
0672322269	1
0672323427	2
0672323435	2
0672323540	2
0672323575	2
0672323915	2
0672324083	4
0672325314	2
0673999866	1
0735711925	1
0750649445	1
0750656832	3
075065855X	1
0750658673	1
0750658959	1
0750660759	1
0750660988	2
0750661232	3
0750661313	2
0750661402	2
0750661410	6
0750661577	3
0750663510	3
075066455X	1
0750664711	1
0750665076	2
0750667311	1
0750670061	2
0750670290	3
0750670622	2
0750670630	1
0750670738	1
0750672579	2
0750672811	1
0750673273	2
075067329X	2
0750673540	1
0750674032	1
0750674741	2
0750676132	2
0750676566	1
0750677465	1
0750677562	1
0750677953	2
0750678038	3
0750678488	1
0750679298	2
0750679999	1
0750681845	1
0750681853	1
0750681861	2
075068187X	1
0750681888	2
0750681896	1
0750690895	1
0750694998	1
0750695080	1
0750695099	1
0750695102	1
0750696001	1
0750696400	2
0750696524	1
0750696540	1
0750696559	1
0750696915	2
0750697008	1
0750697016	1
0750698004	1
0750698217	1
0750698586	3
0750699388	1
0805301437	1
0805316701	1
0805321667	1
0805325476	3
0805327304	3
0805375651	1
080537566X	1
1555580416	1
1555580890	1
1555581234	2
1555581269	1
1555581552	2
1555581579	1
1555581595	2
1555581676	1
1555581994	1
1555582028	2
1555582036	1
1555582184	2
1555582273	1
1555582397	1
1555582400	1
1555582435	2
1555582494	2
1555582516	2
1555582532	2
1555582559	3
1555582567	1
1555582591	2
1555582605	3
155558263X	1
1555582648	1
1555582664	1
1555582672	1
1555582737	2
1555582745	2
1555582761	2
155558277X	2
1555582796	1
155558280X	2
1555582818	1
1555582834	1
1555582850	1
1555582885	1
1555582893	1
1555582907	1
1555582958	2
1555582974	2
1555582982	3
1555582990	1
1555583008	1
1555583067	2
1555583075	1
1555583113	1
1555583121	1
155558313X	1
1555583148	3
1555583156	1
1555583172	1
1555583180	1
1555583202	1
155558327X	1
1555583288	1
1555583326	2
1555583342	2
1555583385	1
1555583393	1
1555583407	4
155558344X	1
1558601066	2
1558601368	1
1558601694	1
1558601902	3
1558601910	1
1558602143	1
155860216X	2
1558602453	2
1558602534	2
1558602712	1
1558602763	2
1558602976	2
1558603042	1
1558603204	3
1558603433	7
1558603484	1
1558603530	2
1558603549	2
1558603697	3
1558603751	2
1558603875	1
1558604006	1
1558604030	2
1558604111	3
1558604154	1
1558604189	1
1558604324	2
1558604340	2
1558604375	2
1558604383	3
1558604448	1
1558604464	2
1558604537	2
1558604545	3
1558604553	1
1558604561	1
1558604588	2
1558604626	1
1558604677	1
1558604820	2
1558604960	1
1558605088	1
155860510X	4
1558605150	1
1558605290	2
1558605339	4
1558605371	2
1558605398	2
1558605460	2
1558605576	2
1558605614	2
155860569X	5
1558605703	4
1558605711	3
1558605746	2
1558605754	2
1558605797	2
1558605827	4
1558605886	3
1558605932	1
1558605940	1
1558605959	6
1558605967	1
1558605975	2
1558606009	1
1558606041	3
1558606084	2
1558606181	3
155860622X	1
1558606246	1
155860636X	1
1558606378	2
1558606394	1
1558606424	1
1558606432	2
1558606459	2
1558606475	4
1558606483	1
1558606513	2
155860653X	2
1558606556	2
1558606580	4
1558606599	1
1558606696	1
1558606726	3
1558606734	2
1558606777	1
1558606793	1
155860684X	1
1558606858	1
1558606874	3
1558606882	2
1558606890	2
1558606971	1
1558607013	1
1558607110	3
1558607129	5
1558607137	3
1558607145	5
1558607234	4
155860734X	3
1558607358	1
1558607366	1
1558607374	2
1558607455	3
155860751X	1
1558607528	3
1558607536	2
1558607544	2
1558607552	3
1558607587	1
1558607609	1
1558607692	1
155860779X	3
155860782X	1
1558607838	1
1558607870	1
1558607900	2
1558607927	1
1558607978	2
1558607986	4
1558608028	3
1558608087	1
1558608109	1
1558608168	2
1558608176	2
1558608192	3
1558608206	1
1558608214	1
1558608222	2
1558608265	2
1558608281	7
155860829X	6
1558608303	1
1558608311	1
155860832X	2
1558608346	1
1558608354	2
1558608362	1
1558608389	4
1558608435	4
155860846X	2
1558608486	5
1558608524	3
1558608532	2
1558608567	7
1558608591	1
1558608605	1
1558608613	4
1558608621	2
1558608702	2
1558608710	7
1558608729	4
1558608745	3
1558608753	3
1558608761	2
1558608877	2
1558608893	1
1558608907	1
1558608915	1
1558608923	1
1558609008	2
1558609016	3
1558609067	2
1558609075	1
1558609091	1
1558609105	4
155860913X	3
1558609148	1
1558609156	3
1558609164	1
1558609172	1
1558609180	2
1558609199	4
1558609202	2
1558609245	1
1558609296	3
1558609326	3
1558609334	2
1558609342	3
1558609350	3
1558609369	2
1576760189	1
1576760243	1
1576760286	1
1576760359	1
1576760596	1
157676074X	1
1576760820	3
1576760960	1
1576761053	2
1576761061	3
1576761150	1
1576761355	1
1576761363	1
1576761428	1
1578702763	1
1878707965	1
9780026648172	2
9780028005942	1
9780028043760	1
9780028044071	2
9780028048918	1
9780028048970	1
9780028049212	1
9780028055879	2
9780028055886	2
9780028055893	1
9780028055909	2
9780028055916	2
9780028055923	2
9780028055992	3
9780028056005	4
9780070004849	2
9780070087149	1
9780070089853	1
9780070137783	1
9780070259409	3
9780070379909	3
9780071345545	7
9780071357814	6
9780071362078	2
9780071362856	4
9780071374736	2
9780071409278	1
9780072223194	2
9780072223224	1
9780072223255	3
9780072224986	3
9780072225648	5
9780072225662	1
9780072225754	1
9780072226225	1
9780072226324	1
9780072226331	4
9780072226959	2
9780072226966	3
9780072226973	5
9780072227413	1
9780072227765	1
9780072227840	2
9780072227857	6
9780072227864	1
9780072229233	4
9780072229240	3
9780072230611	1
9780072230666	4
9780072230932	2
9780072231182	1
9780072231199	1
9780072231236	1
9780072231243	1
9780072231465	1
9780072231915	1
9780072232066	2
9780072232172	2
9780072232196	2
9780072232325	1
9780072232332	2
9780072253603	3
9780072253658	3
9780072254280	3
9780072254631	1
9780072254648	2
9780072254914	2
9780072255089	3
9780072255096	3
9780072255539	1
9780072255607	1
9780072255881	3
9780072256758	4
9780072257045	2
9780072259605	1
9780072261943	2
9780072263206	3
9780072263350	2
9780072263848	1
9780072300413	1
9780072320862	4
9780072337389	3
9780072337488	2
9780072354676	1
9780072371925	2
9780072374162	2
9780072390841	3
9780072397024	1
9780072456103	1
9780072466850	2
9780072467505	5
9780072472509	2
9780072478808	4
9780072499544	3
9780072500172	1
9780072551877	1
9780072552584	3
9780072560312	2
9780072565089	3
9780072565850	2
9780072830583	2
9780072830613	2
9780072830767	2
9780072833430	2
9780072834307	2
9780072834321	2
9780072834345	3
9780072835564	2
9780072835595	3
9780072843996	3
9780072844528	1
9780072845501	1
9780072847154	4
9780072861983	1
9780072872156	1
9780072903621	2
9780072922363	1
9780072930962	3
9780072939200	2
9780072941494	3
9780072944792	2
9780072944815	1
9780072944822	1
9780072944846	1
9780072958706	1
9780072958713	1
9780072966213	1
9780072966237	1
9780072967791	1
9780072971293	1
9780072976755	4
9780072976779	2
9780072978476	1
9780072978902	1
9780072985559	2
9780072999389	2
9780073101569	3
9780073131122	2
9780073131146	2
9780073132907	2
9780073195995	2
9780073212227	3
9780073273266	2
9780073273273	2
9780073288512	3
9780073304274	2
9780073516677	2
9780073528328	3
9780073660967	2
9780078204616	2
9780078216770	2
9780078227813	2
9780079136787	5
9780335216369	2
